timestamp,total_pss_kb,java_heap_kb,native_heap_kb,graphics_kb
2026-06-01 20:33:14,111463,23576,26036,4640
2026-06-01 20:34:17,110945,21356,24596,5264
2026-06-01 20:35:20,115019,24736,21792,5264
2026-06-01 20:36:22,122013,27592,24348,5264
2026-06-01 20:37:24,117529,25528,21424,5264
2026-06-01 20:38:25,120617,23540,26240,5264
2026-06-01 20:39:26,112353,24128,17780,5264
