timestamp,total_pss_kb,java_heap_kb,native_heap_kb,graphics_kb
2026-06-01 20:25:05,109857,25276,23488,4264
2026-06-01 20:26:07,111420,24868,22268,4276
2026-06-01 20:27:08,107448,21608,19908,4264
2026-06-01 20:28:09,107620,23024,18368,4264
2026-06-01 20:29:10,108164,23484,18332,4264
2026-06-01 20:30:10,109692,22300,21060,4748
2026-06-01 20:31:11,106360,22624,17284,4760
