timestamp,total_pss_kb,java_heap_kb,native_heap_kb,graphics_kb
2026-06-01 20:45:54,137736,32408,33260,4264
2026-06-01 20:46:57,139384,34104,32528,4264
2026-06-01 20:47:59,124848,28480,23360,4264
