timestamp,total_pss_kb,java_heap_kb,native_heap_kb,graphics_kb
2026-06-01 20:16:59,97318,21628,15432,4748
2026-06-01 20:18:00,100809,20776,17528,4748
2026-06-01 20:19:01,102183,21504,17240,4748
2026-06-01 20:20:02,100521,21092,15824,4748
2026-06-01 20:21:02,99249,20676,15400,4748
2026-06-01 20:22:03,100031,20632,16212,4748
2026-06-01 20:23:04,101899,21624,17028,4756
